title,description,keyword,modified,publisher,person,mbox,identifier,accessLevel,dataDictionary,accessURL,format,webService,license,spatial,temporal,issued,accrualPeriodicity,language,granularity,dataQuality,theme,references,distribution,size,landingPage,feed,systemOfRecords,subagency,organizationName,organizationId,category,categoryDesignation,bibliographicCitation,comments,agencyProgramURL,agencyDataSeriesURL,phone,analysisUnit,additionalMetadata,collectionMode,collectionInstrument,dictionaryList,QualityResponsibleAgency,guidelineCompliance,confidentiality,numberOfDatasets,licenseRequirement,statisticalMethodology,sampling,estimation,weighting,disclosureAvoidance,questionnaireDesign,seriesBreaks,nonResponseAdjustment,seasonalAdjustment,isOGD,isAgencyOGD,isHighValue,reasonBeingHighValue,reasonBeingNew
"Job Patterns For Minorities And Women In Private Industry, 2007 EEO-1 National Aggregate Report","As part of its mandate under Title VII of the Civil Rights Act of 1964, as amended, the Equal Employment Opportunity Commission requires periodic reports from public and private employers, and unions and labor organizations which indicate the composition of their work forces by sex and by race/ethnic category. Key among these reports is the EEO-1, which is collected annually from Private employers with 100 or more employees or federal contractors with 50 more employees. In 2007, over 67,800 employers with more than 61.3 million employees filed EEO-1 reports. The confidentiality provision which governs release of these data (Section 709 (e) of Title VII of the Civil Rights Act of 1964, as amended by the Equal Employment Opportunity Act of 1972) prohibits release of individually identifiable information. However, data in aggregated format for major geographic areas and by industry group for private employers (EEO-1) are available. The following tables are national aggregations by those industries with the greatest employment.","EEOC, EEO1, ""Private Employer"", ""EEO1 Survey""",23-Mar-2009,"US Equal Employment Opportunity Commission","Michael Magrogan",michael.magrogan@eeoc.gov,EEOC-1362,public,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/us/national.html,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/downloads/us.zip,CSV/TXT,,,USA,2007,23-Mar-2009,annual,,,,"Section 12. Labor Force, Employment, and Earnings",http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/,Array,0.8,,,,,"US Equal Employment Opportunity Commission",eeoc-gov,"Raw Data Catalog",Administrative,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/,,http://www.eeoc.gov/,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/index.html,202-663-4466,employee,,person/computer,http://www.eeoc.gov/employers/eeo1/,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/us/national.html,"US Equal Employment Opportunity Commission",Yes,Yes,0,,,,,,,,,,,Y,N,N,,
"Job Patterns For Minorities And Women In Private Industry, 2007 EEO-1 State Aggregate Report","As part of its mandate under Title VII of the Civil Rights Act of 1964, as amended, the Equal Employment Opportunity Commission requires periodic reports from public and private employers, and unions and labor organizations which indicate the composition of their work forces by sex and by race/ethnic category. Key among these reports is the EEO-1, which is collected annually from Private employers with 100 or more employees or federal contractors with 50 more employees. In 2007, over 67,800 employers with more than 61.3 million employees filed EEO-1 reports. The confidentiality provision which governs release of these data (Section 709 (e) of Title VII of the Civil Rights Act of 1964, as amended by the Equal Employment Opportunity Act of 1972) prohibits release of individually identifiable information. However, data in aggregated format for major geographic areas and by industry group for private employers (EEO-1) are available. The following tables are national aggregations by those industries with the greatest employment.","EEOC, EEO1, ""Private Employer"", ""EEO1 Survey""",23-Mar-2009,"US Equal Employment Opportunity Commission","Michael Magrogan",michael.magrogan@eeoc.gov,EEOC-1363,public,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/state/index.html,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/downloads/state.zip,CSV/TXT,,,USA,2007,23-Mar-2009,annual,,,,"Section 12. Labor Force, Employment, and Earnings",http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/,Array,0.2,,,,,"US Equal Employment Opportunity Commission",eeoc-gov,"Raw Data Catalog",Administrative,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/,,http://www.eeoc.gov/,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/index.html,202-663-4466,employee,,person/computer,http://www.eeoc.gov/employers/eeo1/,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/state/index.html,"US Equal Employment Opportunity Commission",Yes,Yes,0,,,,,,,,,,,Y,N,N,,
"Job Patterns For Minorities And Women In Private Industry, 2007 EEO-1 CBSA Aggregate Report","As part of its mandate under Title VII of the Civil Rights Act of 1964, as amended, the Equal Employment Opportunity Commission requires periodic reports from public and private employers, and unions and labor organizations which indicate the composition of their work forces by sex and by race/ethnic category. Key among these reports is the EEO-1, which is collected annually from Private employers with 100 or more employees or federal contractors with 50 more employees. In 2007, over 67,800 employers with more than 61.3 million employees filed EEO-1 reports. The confidentiality provision which governs release of these data (Section 709 (e) of Title VII of the Civil Rights Act of 1964, as amended by the Equal Employment Opportunity Act of 1972) prohibits release of individually identifiable information. However, data in aggregated format for major geographic areas and by industry group for private employers (EEO-1) are available. The following tables are national aggregations by those industries with the greatest employment.","EEOC, EEO1, ""Private Employer"", ""EEO1 Survey""",23-Mar-2009,"US Equal Employment Opportunity Commission","Michael Magrogan",michael.magrogan@eeoc.gov,EEOC-1364,public,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/cbsa/index.html,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/downloads/cbsa.zip,CSV/TXT,,,USA,2007,23-Mar-2009,annual,,,,"Section 12. Labor Force, Employment, and Earnings",http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/,Array,1.13,,,,,"US Equal Employment Opportunity Commission",eeoc-gov,"Raw Data Catalog",Administrative,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/,,http://www.eeoc.gov/,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/index.html,202-663-4466,employee,,person/computer,http://www.eeoc.gov/employers/eeo1/,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/cbsa/index.html,"US Equal Employment Opportunity Commission",Yes,Yes,0,,,,,,,,,,,Y,N,N,,
"Job Patterns For Minorities And Women In Private Industry, 2007 EEO-1 NAICS-2 Aggregate Report","As part of its mandate under Title VII of the Civil Rights Act of 1964, as amended, the Equal Employment Opportunity Commission requires periodic reports from public and private employers, and unions and labor organizations which indicate the composition of their work forces by sex and by race/ethnic category. Key among these reports is the EEO-1, which is collected annually from Private employers with 100 or more employees or federal contractors with 50 more employees. In 2007, over 67,800 employers with more than 61.3 million employees filed EEO-1 reports. The confidentiality provision which governs release of these data (Section 709 (e) of Title VII of the Civil Rights Act of 1964, as amended by the Equal Employment Opportunity Act of 1972) prohibits release of individually identifiable information. However, data in aggregated format for major geographic areas and by industry group for private employers (EEO-1) are available. The following tables are national aggregations by those industries with the greatest employment.","EEOC, EEO1, ""Private Employer"", ""EEO1 Survey""",23-Mar-2009,"US Equal Employment Opportunity Commission","Michael Magrogan",michael.magrogan@eeoc.gov,EEOC-1365,public,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/nac2/index.html,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/downloads/nac2.zip,CSV/TXT,,,USA,2007,23-Mar-2009,annual,,,,"Section 12. Labor Force, Employment, and Earnings",http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/,Array,0.9,,,,,"US Equal Employment Opportunity Commission",eeoc-gov,"Raw Data Catalog",Administrative,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/,,http://www.eeoc.gov/,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/index.html,202-663-4466,employee,,person/computer,http://www.eeoc.gov/employers/eeo1/,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/nac2/index.html,"US Equal Employment Opportunity Commission",Yes,Yes,0,,,,,,,,,,,Y,N,N,,
"Job Patterns For Minorities And Women In Private Industry, 2007 EEO-1 NAICS-3 Aggregate Report","As part of its mandate under Title VII of the Civil Rights Act of 1964, as amended, the Equal Employment Opportunity Commission requires periodic reports from public and private employers, and unions and labor organizations which indicate the composition of their work forces by sex and by race/ethnic category. Key among these reports is the EEO-1, which is collected annually from Private employers with 100 or more employees or federal contractors with 50 more employees. In 2007, over 67,800 employers with more than 61.3 million employees filed EEO-1 reports. The confidentiality provision which governs release of these data (Section 709 (e) of Title VII of the Civil Rights Act of 1964, as amended by the Equal Employment Opportunity Act of 1972) prohibits release of individually identifiable information. However, data in aggregated format for major geographic areas and by industry group for private employers (EEO-1) are available. The following tables are national aggregations by those industries with the greatest employment.","EEOC, EEO1, ""Private Employer"", ""EEO1 Survey""",23-Mar-2009,"US Equal Employment Opportunity Commission","Michael Magrogan",michael.magrogan@eeoc.gov,EEOC-1366,public,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/nac3/index.html,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/downloads/nac3.zip,CSV/TXT,,,USA,2007.0,23-Mar-2009,annual,,,,"Section 12. Labor Force, Employment, and Earnings",http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/,Array,0.33,,,,,"US Equal Employment Opportunity Commission",eeoc-gov,"Raw Data Catalog",Administrative,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/,,http://www.eeoc.gov/,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/index.html,202-663-4466,employee,,person/computer,http://www.eeoc.gov/employers/eeo1/,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/nac3/index.html,"US Equal Employment Opportunity Commission",Yes,Yes,0,,,,,,,,,,,Y,N,N,,
"Job Patterns For Minorities And Women In Private Industry, 2007 EEO-1 NAICS-5 Aggregate Report","As part of its mandate under Title VII of the Civil Rights Act of 1964, as amended, the Equal Employment Opportunity Commission requires periodic reports from public and private employers, and unions and labor organizations which indicate the composition of their work forces by sex and by race/ethnic category. Key among these reports is the EEO-1, which is collected annually from Private employers with 100 or more employees or federal contractors with 50 more employees. In 2007, over 67,800 employers with more than 61.3 million employees filed EEO-1 reports. The confidentiality provision which governs release of these data (Section 709 (e) of Title VII of the Civil Rights Act of 1964, as amended by the Equal Employment Opportunity Act of 1972) prohibits release of individually identifiable information. However, data in aggregated format for major geographic areas and by industry group for private employers (EEO-1) are available. The following tables are national aggregations by those industries with the greatest employment.","EEOC, EEO1, ""Private Employer"", ""EEO1 Survey""",23-Mar-2009,"US Equal Employment Opportunity Commission","Michael Magrogan",michael.magrogan@eeoc.gov,EEOC-1367,public,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/nac5/index.html,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/downloads/nac5.zip,CSV/TXT,,,USA,2007,23-Mar-2009,annual,,,,"Section 12. Labor Force, Employment, and Earnings",http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/,Array,1.95,,,,,"US Equal Employment Opportunity Commission",eeoc-gov,"Raw Data Catalog",Administrative,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/,,http://www.eeoc.gov/,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/index.html,202-663-4466,employee,,person/computer,http://www.eeoc.gov/employers/eeo1/,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/nac5/index.html,"US Equal Employment Opportunity Commission",Yes,Yes,0,,,,,,,,,,,Y,N,N,,
"Job Patterns For Minorities And Women In Private Industry, 2007 EEO-1 State Aggregate by NAICS-2 Report","As part of its mandate under Title VII of the Civil Rights Act of 1964, as amended, the Equal Employment Opportunity Commission requires periodic reports from public and private employers, and unions and labor organizations which indicate the composition of their work forces by sex and by race/ethnic category. Key among these reports is the EEO-1, which is collected annually from Private employers with 100 or more employees or federal contractors with 50 more employees. In 2007, over 67,800 employers with more than 61.3 million employees filed EEO-1 reports. The confidentiality provision which governs release of these data (Section 709 (e) of Title VII of the Civil Rights Act of 1964, as amended by the Equal Employment Opportunity Act of 1972) prohibits release of individually identifiable information. However, data in aggregated format for major geographic areas and by industry group for private employers (EEO-1) are available. The following tables are national aggregations by those industries with the greatest employment.","EEOC, EEO1, ""Private Employer"", ""EEO1 Survey""",23-Mar-2009,"US Equal Employment Opportunity Commission","Michael Magrogan",michael.magrogan@eeoc.gov,EEOC-1368,public,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/state_nac2/,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/downloads/state_nac2.zip,CSV/TXT,,,USA,2007,23-Mar-2009,annual,,,,"Section 12. Labor Force, Employment, and Earnings",http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/,Array,2.64,,,,,"US Equal Employment Opportunity Commission",eeoc-gov,"Raw Data Catalog",Administrative,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/,,http://www.eeoc.gov/,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/index.html,202-663-4466,employee,,person/computer,http://www.eeoc.gov/employers/eeo1/,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/state_nac2/,"US Equal Employment Opportunity Commission",Yes,Yes,0,,,,,,,,,,,Y,N,N,,
"Job Patterns For Minorities And Women In Private Industry, 2007 EEO-1 CBSA Aggregate by NAICS-2 Report","As part of its mandate under Title VII of the Civil Rights Act of 1964, as amended, the Equal Employment Opportunity Commission requires periodic reports from public and private employers, and unions and labor organizations which indicate the composition of their work forces by sex and by race/ethnic category. Key among these reports is the EEO-1, which is collected annually from Private employers with 100 or more employees or federal contractors with 50 more employees. In 2007, over 67,800 employers with more than 61.3 million employees filed EEO-1 reports. The confidentiality provision which governs release of these data (Section 709 (e) of Title VII of the Civil Rights Act of 1964, as amended by the Equal Employment Opportunity Act of 1972) prohibits release of individually identifiable information. However, data in aggregated format for major geographic areas and by industry group for private employers (EEO-1) are available. The following tables are national aggregations by those industries with the greatest employment.","EEOC, EEO1, ""Private Employer"", ""EEO1 Survey""",23-Mar-2009,"US Equal Employment Opportunity Commission","Michael Magrogan",michael.magrogan@eeoc.gov,EEOC-1369,public,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/cbsa_nac2/,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/downloads/cbsa_nac2.zip,CSV/TXT,,,USA,2007,23-Mar-2009,annual,,,,"Section 12. Labor Force, Employment, and Earnings",http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/,Array,9.83,,,,,"US Equal Employment Opportunity Commission",eeoc-gov,"Raw Data Catalog",Administrative,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/,,http://www.eeoc.gov/,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/index.html,202-663-4466,employee,,person/computer,http://www.eeoc.gov/employers/eeo1/,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/cbsa_nac2/,"US Equal Employment Opportunity Commission",Yes,Yes,0,,,,,,,,,,,Y,N,N,,
"Job Patterns For Minorities And Women In Private Industry, 2007 EEO-1 NAICS-4 Aggregate Report","As part of its mandate under Title VII of the Civil Rights Act of 1964, as amended, the Equal Employment Opportunity Commission requires periodic reports from public and private employers, and unions and labor organizations which indicate the composition of their work forces by sex and by race/ethnic category. Key among these reports is the EEO-1, which is collected annually from Private employers with 100 or more employees or federal contractors with 50 more employees. In 2007, over 67,800 employers with more than 61.3 million employees filed EEO-1 reports. The confidentiality provision which governs release of these data (Section 709 (e) of Title VII of the Civil Rights Act of 1964, as amended by the Equal Employment Opportunity Act of 1972) prohibits release of individually identifiable information. However, data in aggregated format for major geographic areas and by industry group for private employers (EEO-1) are available. The following tables are national aggregations by those industries with the greatest employment.","EEOC, EEO1, ""Private Employer"", ""EEO1 Survey""",23-Mar-2009,"US Equal Employment Opportunity Commission","Michael Magrogan",michael.magrogan@eeoc.gov,EEOC-1370,public,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/nac4/index.html,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/downloads/nac4.zip,CSV/TXT,,,USA,2007.0,23-Mar-2009,annual,,,,"Section 12. Labor Force, Employment, and Earnings",http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/,Array,0.98,,,,,"US Equal Employment Opportunity Commission",eeoc-gov,"Raw Data Catalog",Administrative,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/,,http://www.eeoc.gov/,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/index.html,202-663-4466,employee,,person/computer,http://www.eeoc.gov/employers/eeo1/,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/nac4/index.html,"US Equal Employment Opportunity Commission",Yes,Yes,0,,,,,,,,,,,Y,N,N,,
"Job Patterns For Minorities And Women In Private Industry, 2007 EEO-1 State Aggregate by NAICS-3 Report","As part of its mandate under Title VII of the Civil Rights Act of 1964, as amended, the Equal Employment Opportunity Commission requires periodic reports from public and private employers, and unions and labor organizations which indicate the composition of their work forces by sex and by race/ethnic category. Key among these reports is the EEO-1, which is collected annually from Private employers with 100 or more employees or federal contractors with 50 more employees. In 2007, over 67,800 employers with more than 61.3 million employees filed EEO-1 reports. The confidentiality provision which governs release of these data (Section 709 (e) of Title VII of the Civil Rights Act of 1964, as amended by the Equal Employment Opportunity Act of 1972) prohibits release of individually identifiable information. However, data in aggregated format for major geographic areas and by industry group for private employers (EEO-1) are available. The following tables are national aggregations by those industries with the greatest employment.","EEOC, EEO1, ""Private Employer"", ""EEO1 Survey""",23-Mar-2009,"US Equal Employment Opportunity Commission","Michael Magrogan",michael.magrogan@eeoc.gov,EEOC-1371,public,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/state_nac3/,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/downloads/state_nac3.zip,CSV/TXT,,,USA,2007,23-Mar-2009,annual,,,,"Section 12. Labor Force, Employment, and Earnings",http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/,Array,8.53,,,,,"US Equal Employment Opportunity Commission",eeoc-gov,"Raw Data Catalog",Administrative,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/,,http://www.eeoc.gov/,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/index.html,202-663-4466,employee,,person/computer,http://www.eeoc.gov/employers/eeo1/,http://www.eeoc.gov/eeoc/statistics/employment/jobpat-eeo1/2007/state_nac3/,"US Equal Employment Opportunity Commission",Yes,Yes,0,,,,,,,,,,,N,N,N,,
