title,description,keyword,modified,publisher,person,mbox,identifier,accessLevel,dataDictionary,accessURL,format,webService,license,spatial,temporal,issued,accrualPeriodicity,language,granularity,dataQuality,theme,references,distribution,size,landingPage,feed,systemOfRecords,subagency,organizationName,organizationId,category,categoryDesignation,bibliographicCitation,comments,agencyProgramURL,agencyDataSeriesURL,phone,analysisUnit,additionalMetadata,collectionMode,collectionInstrument,dictionaryList,QualityResponsibleAgency,guidelineCompliance,confidentiality,numberOfDatasets,licenseRequirement,statisticalMethodology,sampling,estimation,weighting,disclosureAvoidance,questionnaireDesign,seriesBreaks,nonResponseAdjustment,seasonalAdjustment,isOGD,isAgencyOGD,isHighValue,reasonBeingHighValue,reasonBeingNew
"Pesticide Data Program 2008","The USDA Pesticide Data Program (PDP) database provides national data on pesticide residues in food and water, with an emphasis on foods consumed by infants and children.  PDP data are used primarily by EPA to prepare realistic pesticide dietary exposures for pesticide registration activities.  Data for each calendar-year survey are stored in a separate dataset.","pesticide, residue, food, water, infant, baby, child, children, exposure, diet, chemical",3/11/2010,"Department of Agriculture","Roger Fry",roger.fry@ams.usda.gov,USDA-2440,public,http://www.ams.usda.gov/pdpdata,http://www.ams.usda.gov/AMSv1.0/getfile?dDocName=STELPRDC5081748,ZIP,,,worldwide,2008,1/12/2010,annual,,"state within the US or country",,"Section 17. Agriculture",http://www.ams.usda.gov/pdpdata,Array,78,,,,"Agricultural Marketing Service","Agricultural Marketing Service, Department of Agriculture",ams-usda-gov,"Raw Data Catalog",Surveillance,"USDA Agricultural Marketing Service Pesticide Data Program. http://www.ams.usda.gov/pdp","As per Mike Donahue's request",http://www.ams.usda.gov/pdp,http://www.ams.usda.gov/pdpdata,703-330-2300,"Food or water sample.",http://www.ams.usda.gov/pdpdata,"Laboratory analysis of samples",http://www.ams.usda.gov/pdpdata,http://www.ams.usda.gov/pdpdata,"USDA Agricultural Marketing Service",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"Pesticide Data Program 2007","The USDA Pesticide Data Program (PDP) database provides national data on pesticide residues in food and water, with an emphasis on foods consumed by infants and children.  PDP data are used primarily by EPA to prepare realistic pesticide dietary exposures for pesticide registration activities.  Data for each calendar-year survey are stored in a separate dataset.","pesticide, residue, food, water, infant, baby, child, children, exposure, diet, chemical",3/11/2010,"Department of Agriculture","Roger Fry",roger.fry@ams.usda.gov,USDA-2441,public,http://www.ams.usda.gov/pdpdata,http://www.ams.usda.gov/AMSv1.0/getfile?dDocName=STELPRDC5074341,ZIP,,,worldwide,2007,12/18/2008,annual,,"state within the US or country",,"Section 17. Agriculture",http://www.ams.usda.gov/pdpdata,Array,59,,,,"Agricultural Marketing Service","Agricultural Marketing Service, Department of Agriculture",ams-usda-gov,"Raw Data Catalog",Surveillance,"USDA Agricultural Marketing Service Pesticide Data Program. http://www.ams.usda.gov/pdp",,http://www.ams.usda.gov/pdp,http://www.ams.usda.gov/pdpdata,703-330-2300,"Food or water sample.",http://www.ams.usda.gov/pdpdata,"Laboratory analysis of samples",http://www.ams.usda.gov/pdpdata,http://www.ams.usda.gov/pdpdata,"USDA Agricultural Marketing Service",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"Pesticide Data Program 2006","The USDA Pesticide Data Program (PDP) database provides national data on pesticide residues in food and water, with an emphasis on foods consumed by infants and children.  PDP data are used primarily by EPA to prepare realistic pesticide dietary exposures for pesticide registration activities.  Data for each calendar-year survey are stored in a separate dataset.","pesticide, residue, food, water, infant, baby, child, children, exposure, diet, chemical",3/11/2010,"Department of Agriculture","Roger Fry",roger.fry@ams.usda.gov,USDA-2442,public,http://www.ams.usda.gov/pdpdata,http://www.ams.usda.gov/AMSv1.0/getfile?dDocName=STELPRDC5074340,ZIP,,,worldwide,2006,12/13/2007,annual,,"state within the US or country",,"Section 17. Agriculture",http://www.ams.usda.gov/pdpdata,Array,58,,,,"Agricultural Marketing Service","Agricultural Marketing Service, Department of Agriculture",ams-usda-gov,"Raw Data Catalog",Surveillance,"USDA Agricultural Marketing Service Pesticide Data Program. http://www.ams.usda.gov/pdp",,http://www.ams.usda.gov/pdp,http://www.ams.usda.gov/pdpdata,703-330-2300,"Food or water sample.",http://www.ams.usda.gov/pdpdata,"Laboratory analysis of samples",http://www.ams.usda.gov/pdpdata,http://www.ams.usda.gov/pdpdata,"USDA Agricultural Marketing Service",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"Pesticide Data Program 2005","The USDA Pesticide Data Program (PDP) database provides national data on pesticide residues in food and water, with an emphasis on foods consumed by infants and children.  PDP data are used primarily by EPA to prepare realistic pesticide dietary exposures for pesticide registration activities.  Data for each calendar-year survey are stored in a separate dataset.","pesticide, residue, food, water, infant, baby, child, children, exposure, diet, chemical",3/11/2010,"Department of Agriculture","Roger Fry",roger.fry@ams.usda.gov,USDA-2443,public,http://www.ams.usda.gov/pdpdata,http://www.ams.usda.gov/AMSv1.0/getfile?dDocName=STELPRDC5074342,ZIP,,,worldwide,2005,2/7/2007,annual,,"state within the US or country",,"Section 17. Agriculture",http://www.ams.usda.gov/pdpdata,Array,61,,,,"Agricultural Marketing Service","Agricultural Marketing Service, Department of Agriculture",ams-usda-gov,"Raw Data Catalog",Surveillance,"USDA Agricultural Marketing Service Pesticide Data Program. http://www.ams.usda.gov/pdp",,http://www.ams.usda.gov/pdp,http://www.ams.usda.gov/pdpdata,703-330-2300,"Food or water sample.",http://www.ams.usda.gov/pdpdata,"Laboratory analysis of samples",http://www.ams.usda.gov/pdpdata,http://www.ams.usda.gov/pdpdata,"USDA Agricultural Marketing Service",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"Pesticide Data Program 2004","The USDA Pesticide Data Program (PDP) database provides national data on pesticide residues in food and water, with an emphasis on foods consumed by infants and children.  PDP data are used primarily by EPA to prepare realistic pesticide dietary exposures for pesticide registration activities.  Data for each calendar-year survey are stored in a separate dataset.","pesticide, residue, food, water, infant, baby, child, children, exposure, diet, chemical",3/11/2010,"Department of Agriculture","Roger Fry",roger.fry@ams.usda.gov,USDA-2444,public,http://www.ams.usda.gov/pdpdata,http://www.ams.usda.gov/AMSv1.0/getfile?dDocName=STELPRDC5074343,ZIP,,,worldwide,2004,2/3/2006,annual,,"state within the US or country",,"Section 17. Agriculture",http://www.ams.usda.gov/pdpdata,Array,56,,,,"Agricultural Marketing Service","Agricultural Marketing Service, Department of Agriculture",ams-usda-gov,"Raw Data Catalog",Surveillance,"USDA Agricultural Marketing Service Pesticide Data Program. http://www.ams.usda.gov/pdp",,http://www.ams.usda.gov/pdp,http://www.ams.usda.gov/pdpdata,703-330-2300,"Food or water sample.",http://www.ams.usda.gov/pdpdata,"Laboratory analysis of samples",http://www.ams.usda.gov/pdpdata,http://www.ams.usda.gov/pdpdata,"USDA Agricultural Marketing Service",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"Pesticide Data Program 2003","The USDA Pesticide Data Program (PDP) database provides national data on pesticide residues in food and water, with an emphasis on foods consumed by infants and children.  PDP data are used primarily by EPA to prepare realistic pesticide dietary exposures for pesticide registration activities.  Data for each calendar-year survey are stored in a separate dataset.","pesticide, residue, food, water, infant, baby, child, children, exposure, diet, chemical",1/13/2009,"Department of Agriculture","Roger Fry",roger.fry@ams.usda.gov,USDA-2445,public,http://www.ams.usda.gov/pdpdata,http://www.ams.usda.gov/AMSv1.0/getfile?dDocName=STELPRDC5074344,ZIP,,,worldwide,2003,2/25/2005,annual,,"state within the US or country",,"Section 17. Agriculture",http://www.ams.usda.gov/pdpdata,Array,43,,,,"Agricultural Marketing Service","Agricultural Marketing Service, Department of Agriculture",ams-usda-gov,"Raw Data Catalog",Surveillance,"USDA Agricultural Marketing Service Pesticide Data Program. http://www.ams.usda.gov/pdp",,http://www.ams.usda.gov/pdp,http://www.ams.usda.gov/pdpdata,703-330-2300,"Food or water sample.",http://www.ams.usda.gov/pdpdata,"Laboratory analysis of samples",http://www.ams.usda.gov/pdpdata,http://www.ams.usda.gov/pdpdata,"USDA Agricultural Marketing Service",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"Pesticide Data Program 2002","The USDA Pesticide Data Program (PDP) database provides national data on pesticide residues in food and water, with an emphasis on foods consumed by infants and children.  PDP data are used primarily by EPA to prepare realistic pesticide dietary exposures for pesticide registration activities.  Data for each calendar-year survey are stored in a separate dataset.","pesticide, residue, food, water, infant, baby, child, children, exposure, diet, chemical",3/11/2010,"Department of Agriculture","Roger Fry",roger.fry@ams.usda.gov,USDA-2446,public,http://www.ams.usda.gov/pdpdata,http://www.ams.usda.gov/AMSv1.0/getfile?dDocName=STELPRDC5074345,ZIP,,,worldwide,2002,2/18/2004,annual,,"state within the US or country",,"Section 17. Agriculture",http://www.ams.usda.gov/pdpdata,Array,44,,,,"Agricultural Marketing Service","Agricultural Marketing Service, Department of Agriculture",ams-usda-gov,"Raw Data Catalog",Surveillance,"USDA Agricultural Marketing Service Pesticide Data Program. http://www.ams.usda.gov/pdp",,http://www.ams.usda.gov/pdp,http://www.ams.usda.gov/pdpdata,703-330-2300,"Food or water sample.",http://www.ams.usda.gov/pdpdata,"Laboratory analysis of samples",http://www.ams.usda.gov/pdpdata,http://www.ams.usda.gov/pdpdata,"USDA Agricultural Marketing Service",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"Pesticide Data Program 2001","The USDA Pesticide Data Program (PDP) database provides national data on pesticide residues in food and water, with an emphasis on foods consumed by infants and children.  PDP data are used primarily by EPA to prepare realistic pesticide dietary exposures for pesticide registration activities.  Data for each calendar-year survey are stored in a separate dataset.","pesticide, residue, food, water, infant, baby, child, children, exposure, diet, chemical",1/13/2009,"Department of Agriculture","Roger Fry",roger.fry@ams.usda.gov,USDA-2447,public,http://www.ams.usda.gov/pdpdata,http://www.ams.usda.gov/AMSv1.0/getfile?dDocName=STELPRDC5074346,ZIP,,,worldwide,2001,2/14/2003,annual,,"state within the US or country",,"Section 17. Agriculture",http://www.ams.usda.gov/pdpdata,Array,44,,,,"Agricultural Marketing Service","Agricultural Marketing Service, Department of Agriculture",ams-usda-gov,"Raw Data Catalog",Surveillance,"USDA Agricultural Marketing Service Pesticide Data Program. http://www.ams.usda.gov/pdp",,http://www.ams.usda.gov/pdp,http://www.ams.usda.gov/pdpdata,703-330-2300,"Food or water sample.",http://www.ams.usda.gov/pdpdata,"Laboratory analysis of samples",http://www.ams.usda.gov/pdpdata,http://www.ams.usda.gov/pdpdata,"USDA Agricultural Marketing Service",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"Pesticide Data Program 2000","The USDA Pesticide Data Program (PDP) database provides national data on pesticide residues in food and water, with an emphasis on foods consumed by infants and children.  PDP data are used primarily by EPA to prepare realistic pesticide dietary exposures for pesticide registration activities.  Data for each calendar-year survey are stored in a separate dataset.","pesticide, residue, food, water, infant, baby, child, children, exposure, diet, chemical",12/12/2008,"Department of Agriculture","Roger Fry",roger.fry@ams.usda.gov,USDA-2448,public,http://www.ams.usda.gov/pdpdata,http://www.ams.usda.gov/AMSv1.0/getfile?dDocName=STELPRDC5074347,ZIP,,,worldwide,2000,1/31/2002,annual,,"state within the US or country",,"Section 17. Agriculture",http://www.ams.usda.gov/pdpdata,Array,39,,,,"Agricultural Marketing Service","Agricultural Marketing Service, Department of Agriculture",ams-usda-gov,"Raw Data Catalog",Surveillance,"USDA Agricultural Marketing Service Pesticide Data Program. http://www.ams.usda.gov/pdp",,http://www.ams.usda.gov/pdp,http://www.ams.usda.gov/pdpdata,703-330-2300,"Food or water sample.",http://www.ams.usda.gov/pdpdata,"Laboratory analysis of samples",http://www.ams.usda.gov/pdpdata,http://www.ams.usda.gov/pdpdata,"USDA Agricultural Marketing Service",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"Pesticide Data Program 1999","The USDA Pesticide Data Program (PDP) database provides national data on pesticide residues in food and water, with an emphasis on foods consumed by infants and children.  PDP data are used primarily by EPA to prepare realistic pesticide dietary exposures for pesticide registration activities.  Data for each calendar-year survey are stored in a separate dataset.","pesticide, residue, food, water, infant, baby, child, children, exposure, diet, chemical",12/12/2008,"Department of Agriculture","Roger Fry",roger.fry@ams.usda.gov,USDA-2449,public,http://www.ams.usda.gov/pdpdata,http://www.ams.usda.gov/AMSv1.0/getfile?dDocName=STELPRDC5074348,ZIP,,,worldwide,1999,1/18/2001,annual,,"state within the US or country",,"Section 17. Agriculture",http://www.ams.usda.gov/pdpdata,Array,31,,,,"Agricultural Marketing Service","Agricultural Marketing Service, Department of Agriculture",ams-usda-gov,"Raw Data Catalog",Surveillance,"USDA Agricultural Marketing Service Pesticide Data Program. http://www.ams.usda.gov/pdp",,http://www.ams.usda.gov/pdp,http://www.ams.usda.gov/pdpdata,703-330-2300,"Food or water sample.",http://www.ams.usda.gov/pdpdata,"Laboratory analysis of samples",http://www.ams.usda.gov/pdpdata,http://www.ams.usda.gov/pdpdata,"USDA Agricultural Marketing Service",Yes,Yes,1,,,,,,,,,,,N,N,N,,
