title,description,keyword,modified,publisher,person,mbox,identifier,accessLevel,dataDictionary,accessURL,format,webService,license,spatial,temporal,issued,accrualPeriodicity,language,granularity,dataQuality,theme,references,distribution,size,landingPage,feed,systemOfRecords,subagency,organizationName,organizationId,category,categoryDesignation,bibliographicCitation,comments,agencyProgramURL,agencyDataSeriesURL,phone,analysisUnit,additionalMetadata,collectionMode,collectionInstrument,dictionaryList,QualityResponsibleAgency,guidelineCompliance,confidentiality,numberOfDatasets,licenseRequirement,statisticalMethodology,sampling,estimation,weighting,disclosureAvoidance,questionnaireDesign,seriesBreaks,nonResponseAdjustment,seasonalAdjustment,isOGD,isAgencyOGD,isHighValue,reasonBeingHighValue,reasonBeingNew
"Tax Year 1992 Private Foundations Study","Forms 990-PF by IRC Section 501(c)(3) private foundations and Section 4947(a)(1) nonexempt charitable trusts for Tax Year 1992","nonprofit, charitable, private foundation, IRS, Statistics of Income, contribution, grant, Form 990-PF",Aug-96,"Department of the Treasury","Office of the Chief Information Officer, Departmental Offices",digital@treasury.gov,TREAS-62,public,"http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4",http://www.irs.gov/uac/SOI-Tax-Stats-Domestic-Private-Foundation-and-Charitable-Trust-Statistics#4,ASCII,,,USA,"Returns filed January 1993 - December 1994",Aug-96,Annual,,"Zip code",,"Section 11. Social Insurance and Human Services","http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4",Array,11.3MB,,,,"Internal Revenue Service","Internal Revenue Service, Department of the Treasury",irs-gov,"Raw Data Catalog",Statistical,"<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>",,"Statistics of Income Division, IRS  <a href=""http://www.irs.gov/taxstats/index.html"">http://www.irs.gov/taxstats/index.html</a>","SOI Tax Stats - Domestic Private Foundation and Charitable Trust Statistics  <a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html</a>",202-622-9653,"Organization ","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","IRS information returns (Forms 990-PF)","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","Statistics of Income Division, IRS",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"Tax Year 1993 Private Foundations Study","Forms 990-PF by IRC Section 501(c)(3) private foundations and Section 4947(a)(1) nonexempt charitable trusts for Tax Year 1993","nonprofit, charitable, private foundation, IRS, Statistics of Income, contribution, grant, Form 990-PF",Aug-96,"Department of the Treasury","Office of the Chief Information Officer, Departmental Offices",digital@treasury.gov,TREAS-63,public,"http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4",http://www.irs.gov/uac/SOI-Tax-Stats-Domestic-Private-Foundation-and-Charitable-Trust-Statistics#4,ASCII,,,USA,"Returns filed January 1994 - December 1995",Aug-96,Annual,,"Zip code",,"Section 11. Social Insurance and Human Services","http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4",Array,6.12MB,,,,"Internal Revenue Service","Internal Revenue Service, Department of the Treasury",irs-gov,"Raw Data Catalog",Statistical,"<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>",,"Statistics of Income Division, IRS  <a href=""http://www.irs.gov/taxstats/index.html"">http://www.irs.gov/taxstats/index.html</a>","SOI Tax Stats - Domestic Private Foundation and Charitable Trust Statistics  <a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html</a>",202-622-9653,"Organization ","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","IRS information returns (Forms 990-PF)","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","Statistics of Income Division, IRS",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"Tax Year 1994 Private Foundations Study","Forms 990-PF by IRC Section 501(c)(3) private foundations and Section 4947(a)(1) nonexempt charitable trusts for Tax Year 1994","nonprofit, charitable, private foundation, IRS, Statistics of Income, contribution, grant, Form 990-PF",Aug-97,"Department of the Treasury","Office of the Chief Information Officer, Departmental Offices",digital@treasury.gov,TREAS-64,public,"http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4",http://www.irs.gov/uac/SOI-Tax-Stats-Domestic-Private-Foundation-and-Charitable-Trust-Statistics#4,ASCII,,,USA,"Returns filed January 1995 - December 1996",Aug-97,Annual,,"Zip code",,"Section 11. Social Insurance and Human Services","http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4",Array,12.43MB,,,,"Internal Revenue Service","Internal Revenue Service, Department of the Treasury",irs-gov,"Raw Data Catalog",Statistical,"<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>",,"Statistics of Income Division, IRS  <a href=""http://www.irs.gov/taxstats/index.html"">http://www.irs.gov/taxstats/index.html</a>","SOI Tax Stats - Domestic Private Foundation and Charitable Trust Statistics  <a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html</a>",202-622-9653,"Organization ","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","IRS information returns (Forms 990-PF)","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","Statistics of Income Division, IRS",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"Tax Year 1995 Private Foundations Study","Forms 990-PF by IRC Section 501(c)(3) private foundations and Section 4947(a)(1) nonexempt charitable trusts for Tax Year 1995","nonprofit, charitable, private foundation, IRS, Statistics of Income, contribution, grant, Form 990-PF",Aug-98,"Department of the Treasury","Office of the Chief Information Officer, Departmental Offices",digital@treasury.gov,TREAS-65,public,"http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4",http://www.irs.gov/uac/SOI-Tax-Stats-Domestic-Private-Foundation-and-Charitable-Trust-Statistics#4,ASCII,,,USA,"Returns filed January 1996 - December 1997",Aug-98,Annual,,"Zip code",,"Section 11. Social Insurance and Human Services","http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4",Array,4.12MB,,,,"Internal Revenue Service","Internal Revenue Service, Department of the Treasury",irs-gov,"Raw Data Catalog",Statistical,"<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>",,"Statistics of Income Division, IRS  <a href=""http://www.irs.gov/taxstats/index.html"">http://www.irs.gov/taxstats/index.html</a>","SOI Tax Stats - Domestic Private Foundation and Charitable Trust Statistics  <a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html</a>",202-622-9653,"Organization ","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","IRS information returns (Forms 990-PF)","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","Statistics of Income Division, IRS",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"Tax Year 1996 Private Foundations Study","Forms 990-PF by IRC Section 501(c)(3) private foundations and Section 4947(a)(1) nonexempt charitable trusts for Tax Year 1996","nonprofit, charitable, private foundation, IRS, Statistics of Income, contribution, grant, Form 990-PF",Aug-99,"Department of the Treasury","Office of the Chief Information Officer, Departmental Offices",digital@treasury.gov,TREAS-66,public,"http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4",http://www.irs.gov/uac/SOI-Tax-Stats-Domestic-Private-Foundation-and-Charitable-Trust-Statistics#4,ASCII,,,USA,"Returns filed January 1997 - December 1998",Aug-99,Annual,,"Zip code",,"Section 11. Social Insurance and Human Services","http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4",Array,2.49MB,,,,"Internal Revenue Service","Internal Revenue Service, Department of the Treasury",irs-gov,"Raw Data Catalog",Statistical,"<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>",,"Statistics of Income Division, IRS  <a href=""http://www.irs.gov/taxstats/index.html"">http://www.irs.gov/taxstats/index.html</a>","SOI Tax Stats - Domestic Private Foundation and Charitable Trust Statistics  <a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html</a>",202-622-9653,"Organization ","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","IRS information returns (Forms 990-PF)","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","Statistics of Income Division, IRS",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"Tax Year 1997 Private Foundations Study","Forms 990-PF by IRC Section 501(c)(3) private foundations and Section 4947(a)(1) nonexempt charitable trusts for Tax Year 1997","nonprofit, charitable, private foundation, IRS, Statistics of Income, contribution, grant, Form 990-PF",Aug-00,"Department of the Treasury","Office of the Chief Information Officer, Departmental Offices",digital@treasury.gov,TREAS-67,public,"http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4",http://www.irs.gov/uac/SOI-Tax-Stats-Domestic-Private-Foundation-and-Charitable-Trust-Statistics#4,ASCII,,,USA,"Returns filed January 1998 - December 1999",Aug-00,Annual,,"Zip code",,"Section 11. Social Insurance and Human Services","http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4",Array,2.96MB,,,,"Internal Revenue Service","Internal Revenue Service, Department of the Treasury",irs-gov,"Raw Data Catalog",Statistical,"<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>",,"Statistics of Income Division, IRS  <a href=""http://www.irs.gov/taxstats/index.html"">http://www.irs.gov/taxstats/index.html</a>","SOI Tax Stats - Domestic Private Foundation and Charitable Trust Statistics  <a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html</a>",202-622-9653,"Organization ","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","IRS information returns (Forms 990-PF)","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","Statistics of Income Division, IRS",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"Tax Year 1998 Private Foundations Study","Forms 990-PF by IRC Section 501(c)(3) private foundations and Section 4947(a)(1) nonexempt charitable trusts for Tax Year 1998","nonprofit, charitable, private foundation, IRS, Statistics of Income, contribution, grant, Form 990-PF",Aug-01,"Department of the Treasury","Office of the Chief Information Officer, Departmental Offices",digital@treasury.gov,TREAS-68,public,"http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4",http://www.irs.gov/uac/SOI-Tax-Stats-Domestic-Private-Foundation-and-Charitable-Trust-Statistics#4,ASCII,,,USA,"Returns filed January 1999 - December 2000",Aug-01,Annual,,"Zip code",,"Section 11. Social Insurance and Human Services","http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4",Array,3.13MB,,,,"Internal Revenue Service","Internal Revenue Service, Department of the Treasury",irs-gov,"Raw Data Catalog",Statistical,"<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>",,"Statistics of Income Division, IRS  <a href=""http://www.irs.gov/taxstats/index.html"">http://www.irs.gov/taxstats/index.html</a>","SOI Tax Stats - Domestic Private Foundation and Charitable Trust Statistics  <a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html</a>",202-622-9653,"Organization ","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","IRS information returns (Forms 990-PF)","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","Statistics of Income Division, IRS",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"Tax Year 1999 Private Foundations Study","Forms 990-PF by IRC Section 501(c)(3) private foundations and Section 4947(a)(1) nonexempt charitable trusts for Tax Year 1999","nonprofit, charitable, private foundation, IRS, Statistics of Income, contribution, grant, Form 990-PF",Aug-02,"Department of the Treasury","Office of the Chief Information Officer, Departmental Offices",digital@treasury.gov,TREAS-69,public,"http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4",http://www.irs.gov/uac/SOI-Tax-Stats-Domestic-Private-Foundation-and-Charitable-Trust-Statistics#4,ASCII,,,USA,"Returns filed January 2000 - December 2001",Aug-02,Annual,,"Zip code",,"Section 11. Social Insurance and Human Services","http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4",Array,3.13MB,,,,"Internal Revenue Service","Internal Revenue Service, Department of the Treasury",irs-gov,"Raw Data Catalog",Statistical,"<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>",,"Statistics of Income Division, IRS  <a href=""http://www.irs.gov/taxstats/index.html"">http://www.irs.gov/taxstats/index.html</a>","SOI Tax Stats - Domestic Private Foundation and Charitable Trust Statistics  <a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html</a>",202-622-9653,"Organization ","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","IRS information returns (Forms 990-PF)","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","Statistics of Income Division, IRS",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"Tax Year 2000 Private Foundations Study","Forms 990-PF by IRC Section 501(c)(3) private foundations and Section 4947(a)(1) nonexempt charitable trusts for Tax Year 2000","nonprofit, charitable, private foundation, IRS, Statistics of Income, contribution, grant, Form 990-PF",Aug-03,"Department of the Treasury","Office of the Chief Information Officer, Departmental Offices",digital@treasury.gov,TREAS-70,public,"http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4",http://www.irs.gov/uac/SOI-Tax-Stats-Domestic-Private-Foundation-and-Charitable-Trust-Statistics#4,ASCII,,,USA,"Returns filed January 2001 - December 2002",Aug-03,Annual,,"Zip code",,"Section 11. Social Insurance and Human Services","http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4",Array,3.24MB,,,,"Internal Revenue Service","Internal Revenue Service, Department of the Treasury",irs-gov,"Raw Data Catalog",Statistical,"<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>",,"Statistics of Income Division, IRS  <a href=""http://www.irs.gov/taxstats/index.html"">http://www.irs.gov/taxstats/index.html</a>","SOI Tax Stats - Domestic Private Foundation and Charitable Trust Statistics  <a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html</a>",202-622-9653,"Organization ","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","IRS information returns (Forms 990-PF)","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","Statistics of Income Division, IRS",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"Tax Year 2001 Private Foundations Study","Forms 990-PF by IRC Section 501(c)(3) private foundations and Section 4947(a)(1) nonexempt charitable trusts for Tax Year 2001","nonprofit, charitable, private foundation, IRS, Statistics of Income, contribution, grant, Form 990-PF",Aug-04,"Department of the Treasury","Office of the Chief Information Officer, Departmental Offices",digital@treasury.gov,TREAS-71,public,"http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4",http://www.irs.gov/uac/SOI-Tax-Stats-Domestic-Private-Foundation-and-Charitable-Trust-Statistics#4,ASCII,,,USA,"Returns filed January 2002 - December 2003",Aug-04,Annual,,"Zip code",,"Section 11. Social Insurance and Human Services","http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4",Array,2.75MB,,,,"Internal Revenue Service","Internal Revenue Service, Department of the Treasury",irs-gov,"Raw Data Catalog",Statistical,"<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>",,"Statistics of Income Division, IRS  <a href=""http://www.irs.gov/taxstats/index.html"">http://www.irs.gov/taxstats/index.html</a>","SOI Tax Stats - Domestic Private Foundation and Charitable Trust Statistics  <a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html</a>",202-622-9653,"Organization ","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","IRS information returns (Forms 990-PF)","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","<a href=""http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4"">http://www.irs.gov/taxstats/charitablestats/article/0,,id=96996,00.html#4</a>","Statistics of Income Division, IRS",Yes,Yes,0,,,,,,,,,,,N,N,N,,
